,company_name_final,company_type_final,company_headquarter_location_final,company_age_final,Number_of_Employees_final
232,  MAYBRIGHT VENTUR...  ,"  Kolkata,West Bengal + 1 more  ",  51-200 Employees (India)  , nan , nan 
233,  Blowhorn  ,"  Bangalore,Karnataka + 9 more  ",  8 years old  ,  201-500 Employees (India)  , nan 
234,  Classboat  ,  Private  ,"  Pune,Maharashtra + 4 more  ",  7 years old  ,  51-200 Employees (Global)  
235,  Pickrr  ,"  Faridabad,Haryana + 3 more  ",  7 years old  ,  201-500 Employees (India)  , nan 
236,  Gadgetwood Eserv...  ,  Private  ,"  Delhi,NCT + 7 more  ",  9 years old  ,  51-200 Employees (India)  
237,  Revv  ,  Private  ,"  Bangalore,Karnataka + 13 more  ",  7 years old  ,  201-500 Employees (India)  
238,  Vaidik Eduservic...  ,  Noida + 5 more  ,  201-500 Employees (India)  , nan , nan 
239,  Yethi Consulting  ,  Private  ,"  Bangalore/Bengaluru,Karnataka + 7 more  ",  9 years old  ,  501-1k Employees (India)  
240,  Gozocabs  ,  Private  ,"  Chandigarh,Union Territory Of Chandigarh + 1 more  ",  7 years old  ,  51-200 Employees (India)  
241,  Adda 247  ,  Private  ,"  Gurgaon,Haryana + 4 more  ",  6 years old  ,  51-200 Employees (India)  
242,  Bounce  ,  Private  ,"  Bangalore,Karnataka + 3 more  ",  8 years old  ,  501-1k Employees (India)  
243,  Power2sme  ,  Private  ,"  Gurgaon,Haryana + 8 more  ",  10 years old  ,  51-200 Employees (India)  
244,  mPokket  ,"  Kolkata,West Bengal + 2 more  ",  6 years old  ,  501-1k Employees (India)  , nan 
245,  ShipRocket  ,  Private  ,"  Delhi,NCT + 3 more  ",  10 years old  ,  201-500 Employees (India)  
246,  BetterPlace Safe...  ,  Private  ,"  Gronau,North Rhine-westphalia + 8 more  ",  7 years old  ,  201-500 Employees (India)  
247,  Hero Future Ener...  ,  Private  ,"  Delhi,NCT + 1 more  ",  10 years old  ,  51-200 Employees (India)  
248,  Medgenome Labs  ,  Private  ,"  Bangalore,Karnataka + 8 more  ",  9 years old  ,  201-500 Employees (India)  
249,  Design cafe  ,  Private  ,"  Bangalore,Karnataka + 4 more  ",  7 years old  ,  501-1k Employees (India)  
250,  Leverage Edu  ,  Private  ,"  Delhi,NCT + 5 more  ",  5 years old  ,  51-200 Employees (India)  
251,  Unschool Learnin...  ,  Private  ,"  Hyderabad,Telangana + 5 more  ",  3 years old  ,  1k-5k Employees (India)  
252,  Fisdom  ,"  Bangalore,Karnataka + 16 more  ",  7 years old  ,  501-1k Employees (India)  , nan 
253,  Darwinbox  ,  Private  ,"  Hyderabad,Telangana + 6 more  ",  7 years old  ,  501-1k Employees (India)  
254,  Railrestro.com  ,"  Patna,Bihar  ",  7 years old  ,  51-200 Employees (India)  , nan 
255,  SMARTe  ,  Private  ,"  Delhi,NCT + 6 more  ",  8 years old  ,  201-500 Employees (India)  
256,  Monjin Interview...  ,  Private  ,"  Pune,Maharashtra + 5 more  ",  8 years old  ,  51-200 Employees (India)  
257,  Lybrate  ,  Private  ,"  Delhi,NCT + 5 more  ",  9 years old  ,  51-200 Employees (India)  
258,  Vakilsearch  ,  Private  ,"  Chennai,Tamil Nadu + 2 more  ",  10 years old  ,  51-200 Employees (India)  
259,  Scymes Services  ,  Mumbai + 8 more  ,  501-1k Employees (India)  , nan , nan 
260,  Brane Enterprise...  ,  LLP  ,"  Hyderabad/Secunderabad,Telangana  ",  5 years old  ,  501-1k Employees (India)  
261,  Oaknorth Bank  ,  Private  ,"  London,England + 1 more  ",  7 years old  ,  51-200 Employees (India)  
262,  Emeritus Institu...  ,  Private  ,"  Singapore,Singapore + 2 more  ",  7 years old  ,  11-50 Employees (India)  
263,  Tradologie.com  ,"  Noida,Uttar Pradesh  ",  6 years old  ,  51-200 Employees (India)  , nan 
264,  Jai Kisan  ,"  Mumbai,Maharashtra + 10 more  ",  5 years old  ,  51-200 Employees (India)  , nan 
265,  Oda Class  ,"  Bengaluru/Bangalore,Karnataka + 3 more  ",  5 years old  ,  1k-5k Employees (India)  , nan 
266,  Physicswallah  ,  Private  ,"  Allahabad,Uttar Pradesh + 13 more  ",  2 years old  ,  201-500 Employees (India)  
267,  Inthree Access  ,  Private  ,  Chennai + 14 more  ,  9 years old  ,  51-200 Employees (India)  
268,  Medfin India  ,"  Bangalore,Karnataka + 3 more  ",  6 years old  ,  51-200 Employees (India)  , nan 
269,  MyGlamm  ,  Mumbai + 16 more  ,  7 years old  ,  501-1k Employees (India)  , nan 
270,  ROI NET Solutio...  ,  Private  ,"  Gurgaon,Haryana + 16 more  ",  10 years old  ,  51-200 Employees (India)  
271,  Inthree Access  ,  Private  ,  Chennai + 14 more  ,  9 years old  ,  51-200 Employees (India)  
272,  Cloudtail India  ,  Private  ,"  Bengaluru,Karnataka + 3 more  ",  8 years old  ,  501-1k Employees (India)  
273,  Kanerika Softwar...  ,  Private  ,"  Hyderabad/Secunderabad,Telangana + 1 more  ",  7 years old  ,  51-200 Employees (India)  
274,  Tekion  ,  Private  ,  San Ramon + 2 more  ,  6 years old  ,  1k-5k Employees (India)  
275,  DotPe  ,  Private  ,"  Gurgaon,Haryana + 3 more  ",  3 years old  ,  201-500 Employees (India)  
276,  Junglee Games  ,  Private  ,"  Delhi,NCT + 3 more  ",  10 years old  ,  501-1k Employees (India)  
277,  Hotstar  ,  Private  ,"  Mumbai,Maharashtra + 5 more  ",  7 years old  ,  501-1k Employees (Global)  
278,  Senvion  ,  Private  ,"  Hamburg,Hamburg + 8 more  ",  5 years old  ,  51-200 Employees (India)  
279,  Xoxoday  ,  Private  ,"  Bangalore,Karnataka + 4 more  ",  10 years old  ,  51-200 Employees (India)  
280,  Hush Puppies  ,  Private  ,"  Bangalore,Karnataka + 15 more  ",  4 years old  ,  51-200 Employees (India)  
281,  Ekeeda  ,  Private  ,"  Mumbai,Maharashtra + 3 more  ",  6 years old  ,  51-200 Employees (India)  
282,  Fynd  ,  Private  ,"  Mumbai,Maharashtra + 5 more  ",  8 years old  ,  501-1k Employees (India)  
283,  Just Buy Live En...  ,"  Mumbai,Maharashtra + 7 more  ",  7 years old  ,  51-200 Employees (India)  , nan 
284,  Ketto  ,  Private  ,"  Mumbai,Maharashtra + 2 more  ",  10 years old  ,  201-500 Employees (India)  
285,  Ocrolus East  ,  Private  ,"  New York City,New York + 2 more  ",  8 years old  ,  201-500 Employees (India)  
286,  Sun Mobility  ,  JV  ,"  Bangalore,Karnataka + 2 more  ",  5 years old  ,  11-50 Employees (India)  
287,  WorkIndia  ,  Private  ,"  Mumbai,Maharashtra + 7 more  ",  7 years old  ,  201-500 Employees (India)  
288,  Nxtra Data  ,  Public  ,"  Gurgaon,Haryana + 8 more  ",  9 years old  ,  51-200 Employees (India)  
289,  Awfis  ,  Private  ,"  Delhi,NCT + 10 more  ",  7 years old  ,  501-1k Employees (India)  
290,  Yaantra  ,  Private  ,"  Delhi,NCT + 9 more  ",  9 years old  ,  501-1k Employees (India)  
291,  LambdaTest  ,  Private  ,"  San Francisco,California + 1 more  ",  5 years old  ,  201-500 Employees (India)  
292,  Healthplix Techn...  ,  Private  ,"  Bangalore,Karnataka + 9 more  ",  8 years old  ,  51-200 Employees (India)  
293,  BeatO  ,  Private  ,"  Delhi,NCT + 2 more  ",  7 years old  ,  201-500 Employees (India)  
294,  Milky Mist Dairy...  ,  Private  ,"  Erode,Tamil Nadu + 12 more  ",  8 years old  ,  501-1k Employees (India)  
295,  Stashfin  ,  Private  ,"  Delhi,NCT + 10 more  ",  6 years old  ,  11-50 Employees (India)  
296,  Springworks  ,  Private  ,"  Bengaluru/Bangalore,Karnataka + 4 more  ",  8 years old  ,  201-500 Employees (India)  
297,  Drip Capital  ,  Private  ,"  Palo Alto,California + 2 more  ",  8 years old  ,  201-500 Employees (India)  
298,  Ondoor Concepts  ,  Private  ,"  Bhopal,Madhya Pradesh + 1 more  ",  8 years old  ,  51-200 Employees (India)  
299,  EDUGORILLA COMMU...  ,  Private  ,"  Lucknow,Uttar Pradesh  ",  6 years old  ,  201-500 Employees (India)  
300,  1ne Click Online  ,  Private  ,  Gurgaon + 13 more  ,  8 years old  ,  51-200 Employees (India)  
301,  Uber eats  ,  Private  ,"  San Francisco,California + 18 more  ",  8 years old  ,  1k-5k Employees (Global)  
302,  Cropdata Technol...  ,  Private  ,"  Nagpur,Maharashtra + 9 more  ",  6 years old  ,  501-1k Employees (India)  
303,  Zopsmart Technol...  ,  Private  ,"  Bangalore,Karnataka + 8 more  ",  8 years old  ,  201-500 Employees (India)  
304,  Cytecare Cancer ...  ,  Private  ,"  Bangalore,Karnataka  ",  8 years old  ,  201-500 Employees (India)  
305,  Nxtgen Datacente...  ,  Private  ,"  Bangalore,Karnataka + 4 more  ",  10 years old  ,  201-500 Employees (India)  
306,  Goqii  ,  Private  ,"  Mumbai,Maharashtra + 7 more  ",  8 years old  ,  51-200 Employees (India)  
307,  Leena AI  ,"  Gurgaon,Haryana + 3 more  ",  7 years old  ,  201-500 Employees (India)  , nan 
308,  BIZONGO  ,  Private  ,"  Mumbai,Maharashtra + 4 more  ",  7 years old  ,  201-500 Employees (India)  
309,  Affordplan  ,  Private  ,"  Delhi,NCT + 9 more  ",  6 years old  ,  201-500 Employees (India)  
310,  NoPaperForms  ,  Private  ,"  Gurgaon,Haryana + 2 more  ",  5 years old  ,  51-200 Employees (India)  
311,  Truebil  ,  Private  ,"  Mumbai,Maharashtra + 5 more  ",  7 years old  ,  51-200 Employees (India)  
312,  Fleetx.io  ,  Private  ,"  Gurgaon,Haryana + 8 more  ",  5 years old  ,  201-500 Employees (India)  
313,  Captain Fresh  ,"  Bangalore,Karnataka + 8 more  ",  3 years old  ,  51-200 Employees (India)  , nan 
314,  InstaReM  ,  Private  ,"  Mumbai,Maharashtra + 6 more  ",  8 years old  ,  51-200 Employees (India)  
315,  Stylebaazar  ,"  Howrah,West Bengal + 18 more  ",  9 years old  ,  201-500 Employees (India)  , nan 
316,  MyCaptain  ,"  Nagpur,Maharashtra + 3 more  ",  6 years old  ,  51-200 Employees (India)  , nan 
317,  Coding Ninjas  ,"  Delhi,NCT + 1 more  ",  6 years old  ,  51-200 Employees (India)  , nan 
318,  Blue Tokai Coffe...  ,  Private  ,"  Delhi,NCT + 5 more  ",  10 years old  ,  201-500 Employees (India)  
319,  WizKlub  ,  LLP  ,"  Bangalore,Karnataka + 2 more  ",  4 years old  ,  11-50 Employees (India)  
320,  Webware.io  ,  Private  ,  Toronto + 2 more  ,  7 years old  ,  201-500 Employees (India)  
321,  Arth Design Buil...  ,  Private  ,"  Singapore,Singapore + 2 more  ",  8 years old  ,  51-200 Employees (India)  
322,  Sequretek It Sol...  ,  Private  ,"  Mumbai,Maharashtra + 3 more  ",  9 years old  ,  201-500 Employees (India)  
323,  Namaste Credit  ,  Private  ,"  Bangalore,Karnataka + 7 more  ",  8 years old  ,  51-200 Employees (India)  
324,  Niyo Solutions  ,  Private  ,"  Bangalore,Karnataka + 12 more  ",  7 years old  ,  201-500 Employees (India)  
325,  6Sense  ,  Private  ,"  San Francisco,California  ",  9 years old  ,  201-500 Employees (India)  
326,  Ambrane India  ,  Private  ,"  Delhi/NCR,New Delhi + 4 more  ",  10 years old  ,  201-500 Employees (India)  
327,  Country Delight  ,  Private  ,"  Gurgaon,Haryana + 10 more  ",  7 years old  ,  501-1k Employees (India)  
328,  Nineleaps Techno...  ,  Private  ,"  Bangalore/Bengaluru,Karnataka  ",  8 years old  ,  201-500 Employees (India)  
329,  Radius Developer...  ,  LLP  ,"  San Francisco,California + 2 more  ",  8 years old  ,  201-500 Employees (India)  
330,  Country Delight  ,  Private  ,"  Gurgaon,Haryana + 10 more  ",  7 years old  ,  501-1k Employees (India)  
331,  Pagarbook  ,  Private  ,"  Bangalore,Karnataka + 12 more  ",  3 years old  ,  51-200 Employees (India)  
332,  Qin1  ,"  Noida,Uttar Pradesh + 4 more  ",  3 years old  ,  51-200 Employees (India)  , nan 
333,  Lalamove  ,  Private  ,"  Hong Kong,Hong Kong + 8 more  ",  9 years old  ,  201-500 Employees (India)  
334,  MASAI School  ,  Private  ,"  Bangalore,Karnataka + 1 more  ",  3 years old  ,  201-500 Employees (India)  
335,  Park Plus  ,"  Gurgaon,Haryana + 8 more  ",  3 years old  ,  201-500 Employees (India)  , nan 
336,  MyTeam11  ,"  Jaipur,Rajasthan  ",  6 years old  ,  201-500 Employees (India)  , nan 
337,  Shuttl  ,  Private  ,  Gurgaon + 6 more  ,  7 years old  ,  201-500 Employees (India)  
338,  SUGAR Cosmetics  ,"  Mumbai,Maharashtra + 11 more  ",  10 years old  ,  201-500 Employees (India)  , nan 
339,  Balance Hero Ind...  ,  Private  ,"  Gurgaon,Haryana + 3 more  ",  8 years old  ,  51-200 Employees (India)  
340,  Turito  ,"  Hyderabad,Telangana + 2 more  ",  201-500 Employees (India)  , nan , nan 
341,  Rakyan Beverages  ,  Private  ,"  Mumbai,Maharashtra + 11 more  ",  8 years old  ,  201-500 Employees (India)  
342,  Pi DATACENTERS  ,  Private  ,"  Guntur,Andhra Pradesh + 4 more  ",  8 years old  ,  51-200 Employees (India)  
343,  Harness  ,  Private  ,"  San Francisco,California + 3 more  ",  7 years old  ,  201-500 Employees (India)  
344,  Focaloid Technol...  ,  Private  ,"  Newark,Mew Jersey + 2 more  ",  9 years old  ,  51-200 Employees (India)  
345,  Adbuffs  ,  LLP  ,"  Kolkata,West Bengal + 2 more  ",  3 years old  ,  51-200 Employees (India)  
346,  Bazar India  ,  Private  ,"  Gurgaon,Haryana + 17 more  ",  7 years old  ,  51-200 Employees (India)  
347,  USPL World  ,"  Bangalore,Karnataka + 12 more  ",  7 years old  ,  50k-1 Lakh Employees (India)  , nan 
348,  LenDenClub  ,"  Mumbai,Maharashtra + 1 more  ",  7 years old  ,  51-200 Employees (India)  , nan 
349,  Dtwelve Spaces  ,"  Delhi/NCR,New Delhi + 12 more  ",  5 years old  ,  1k-5k Employees (India)  , nan 
350,  Zypp Electric  ,  Private  ,"  Gurgaon,Haryana  ",  5 years old  ,  201-500 Employees (India)  
351,  Talkcharge Techn...  ,  Private  ,  Gurgaon + 3 more  ,  6 years old  ,  11-50 Employees (India)  
352,  Medikabazaar  ,  Private  ,"  Mumbai,Maharashtra + 8 more  ",  8 years old  ,  201-500 Employees (India)  
353,  SMEcorner  ,  Private  ,"  Mumbai,Maharashtra + 12 more  ",  8 years old  ,  501-1k Employees (India)  
354,  Fortigo Network ...  ,"  Bangalore,Karnataka + 11 more  ",  7 years old  ,  51-200 Employees (India)  , nan 
355,  Snapbizz  ,"  Bangalore,Karnataka + 10 more  ",  9 years old  ,  51-200 Employees (India)  , nan 
356,  Airblack  ,"  Gurgaon,Haryana + 3 more  ",  3 years old  ,  51-200 Employees (India)  , nan 
357,  KhataBook  ,  Private  ,"  Bangalore,Karnataka + 10 more  ",  4 years old  ,  51-200 Employees (India)  
358,  DineOut  ,"  Noida,Uttar Pradesh + 8 more  ",  10 years old  ,  51-200 Employees (India)  , nan 
359,  Nova Benefits  ,"  Bangalore,Karnataka  ",  2 years old  ,  51-200 Employees (India)  , nan 
360,  Jetfleet  ,  Private  ,  Mumbai + 9 more  ,  4 years old  ,  201-500 Employees (India)  
361,  Corvi Led  ,  Private  ,"  Mumbai,Maharashtra + 10 more  ",  10 years old  ,  11-50 Employees (India)  
362,  EarlySalary.com  ,  Private  ,"  Pune,Maharashtra + 3 more  ",  7 years old  ,  501-1k Employees (India)  
363,  Gramophone  ,  Private  ,"  Indore,Madhya Pradesh + 6 more  ",  6 years old  ,  201-500 Employees (India)  
364,  KreditBee  ,"  Bangalore,Karnataka + 6 more  ",  4 years old  ,  501-1k Employees (India)  , nan 
365,  Lokal App  ,  Private  ,"  Bangalore,Karnataka + 2 more  ",  4 years old  ,  51-200 Employees (India)  
366,  Criticalog  ,"  Bangalore,Karnataka + 13 more  ",  9 years old  ,  501-1k Employees (India)  , nan 
367,  Groww  ,  Private  ,"  Bangalore,Karnataka + 2 more  ",  5 years old  ,  51-200 Employees (India)  
368,  Zoetis  ,  Private  ,"  Brussels,Brussels Capital + 9 more  ",  10 years old  ,  201-500 Employees (India)  
369,  Mobile Premier L...  ,"  Bangalore/Bengaluru,Karnataka  ",  4 years old  ,  1k-5k Employees (India)  , nan 
370,  Profinch Solutio...  ,  Private  ,"  Bangalore,Karnataka + 1 more  ",  8 years old  ,  501-1k Employees (India)  
371,  Network People S...  ,  Private  ,"  Thane,Maharashtra + 7 more  ",  9 years old  ,  51-200 Employees (India)  
372,  TechChefs Softwa...  ,  Private  ,"  Bangalore/Bengaluru,Karnataka + 2 more  ",  7 years old  ,  51-200 Employees (India)  
373,  Melorra  ,"  Bangalore,Karnataka + 5 more  ",  7 years old  ,  201-500 Employees (India)  , nan 
374,  Crif High Mark C...  ,  Private  ,  Mumbai + 1 more  ,  51-200 Employees (India)  , nan 
375,  XYXX Apparels  ,  Private  ,"  Surat,Gujarat + 8 more  ",  6 years old  ,  201-500 Employees (India)  
376,  TP Central Odish...  ,  Bhubaneswar + 7 more  ,  5k-10k Employees (India)  , nan , nan 
377,  PhableCare  ,"  Bangalore,Karnataka + 1 more  ",  5 years old  ,  51-200 Employees (India)  , nan 
378,  Bonito Designs  ,  Private  ,  Bangalore + 1 more  ,  10 years old  ,  201-500 Employees (India)  
379,  Money View  ,"  Bangalore,Karnataka + 1 more  ",  8 years old  ,  51-200 Employees (India)  , nan 
380,  Kuliza Technolog...  ,  Private  ,"  Bangalore,Karnataka  ",  4 years old  ,  201-500 Employees (India)  
381,  Unicommerce Esol...  ,  Private  ,"  Gurgaon,Haryana + 1 more  ",  10 years old  ,  201-500 Employees (India)  
382,  Arrivae  ,"  Mumbai,Maharashtra + 7 more  ",  5 years old  ,  201-500 Employees (India)  , nan 
383,  Shop101  ,  Private  ,"  Mumbai,Maharashtra + 1 more  ",  7 years old  ,  201-500 Employees (India)  
384,  SafexPay  ,  Private  ,"  Thane,Maharashtra + 2 more  ",  8 years old  ,  201-500 Employees (India)  
385,  Avataar.Me  ,  Private  ,"  Bangalore,Karnataka + 2 more  ",  8 years old  ,  201-500 Employees (India)  
386,  FloBiz  ,"  Bangalore,Karnataka + 10 more  ",  3 years old  ,  11-50 Employees (India)  , nan 
387,  ZestMoney  ,  Private  ,"  Bangalore,Karnataka + 3 more  ",  7 years old  ,  201-500 Employees (India)  
388,  Ottomate  ,  Private  ,"  Gurgaon,Haryana + 11 more  ",  5 years old  ,  51-200 Employees (India)  
389,  Mastree  ,"  Melbourne,Victoria + 3 more  ",  3 years old  ,  501-1k Employees (Global)  , nan 
390,  GigIndia  ,  Private  ,"  Pune,Maharashtra + 6 more  ",  6 years old  ,  201-500 Employees (India)  
391,  Bijnis  ,  Private  ,"  Delhi,NCT + 7 more  ",  8 years old  ,  51-200 Employees (India)  
392,  Genesis  ,  Private  ,"  London,England + 15 more  ",  10 years old  ,  1k-5k Employees (Global)  
393,  SP Robotic Works  ,  Private  ,"  Chennai,Tamil Nadu + 3 more  ",  10 years old  ,  11-50 Employees (India)  
394,  CredR  ,  Private  ,"  Mumbai,Maharashtra + 7 more  ",  8 years old  ,  51-200 Employees (India)  
395,  ATS Homekraft  ,  Private  ,"  Noida,Uttar Pradesh + 3 more  ",  4 years old  ,  201-500 Employees (India)  
396,  90+ My Tuition A...  ,"  Bangalore,Karnataka + 9 more  ",  4 years old  ,  201-500 Employees (India)  , nan 
397,  ODN Digital Serv...  ,  Private  ,"  Delhi,NCT  ",  7 years old  ,  51-200 Employees (India)  
398,  Aqgromalin  ,"  Hyderabad,Telangana + 5 more  ",  2 years old  ,  201-500 Employees (India)  , nan 
399,  Trux App  ,  Private  ,"  Delhi,NCT + 6 more  ",  7 years old  ,  11-50 Employees (India)  
400,  eKincare  ,  Private  ,"  Hyderabad,Telangana + 3 more  ",  8 years old  ,  201-500 Employees (India)  
401,  Garuda Aerospace  ,  Private  ,"  Chennai,Tamil Nadu  ",  7 years old  ,  11-50 Employees (India)  
402,  Coolwinks Techno...  ,  Private  ,  Gurgaon  ,  6 years old  ,  51-200 Employees (India)  
403,  21North  ,"  Bangalore,Karnataka + 12 more  ",  7 years old  ,  501-1k Employees (India)  , nan 
404,  Chqbook.com  ,  Private  ,"  Gurgaon,Haryana + 6 more  ",  5 years old  ,  51-200 Employees (India)  
405,  SwifLearn  ,"  Gurgaon,Haryana + 2 more  ",  3 years old  , nan , nan 
406,  GuestHouser  ,  Gurugram + 1 more  ,  8 years old  ,  51-200 Employees (India)  , nan 
407,  Voonik  ,  Private  ,"  Bangalore,Karnataka  ",  9 years old  ,  51-200 Employees (India)  
408,  JetSynthesys  ,  Private  ,"  Pune,Maharashtra + 1 more  ",  10 years old  ,  201-500 Employees (India)  
